"choiceid","id","choice","price_A","price_B","time_A","time_B","change_A","change_B","comfort_A","comfort_B"
2184,176,"A",2100,2550,110,145,2,2,1,0
2185,176,"B",3000,2550,110,125,0,0,0,1
2186,176,"B",2550,2100,110,125,1,1,1,0
2187,176,"B",3000,2550,125,145,2,2,1,0
2188,177,"A",1800,2000,105,105,0,0,0,1
2189,177,"A",2000,1800,95,95,0,0,0,1
2190,177,"B",2000,1600,95,115,0,0,0,0
2191,177,"B",1600,1600,105,115,0,0,1,0
2192,177,"B",1600,2000,105,95,0,0,1,0
2193,177,"B",1600,1600,95,115,0,0,1,0
2194,177,"A",1600,1800,115,105,0,0,0,0
2195,177,"A",1600,1800,105,95,0,0,1,1
2196,177,"A",1800,2000,105,95,0,0,0,0
2197,177,"B",2000,1800,105,115,0,0,1,1
2198,177,"A",1800,1600,105,95,0,0,0,1
2199,177,"B",1600,2000,95,95,0,0,1,0
2200,178,"A",1960,2380,95,120,1,1,1,1
2201,178,"B",2800,2800,95,105,1,0,0,1
2202,178,"A",1960,1960,120,105,0,1,0,1
2203,178,"B",2800,1960,105,120,0,0,1,0
2204,178,"B",2800,1960,105,95,0,1,1,1
2205,178,"A",1960,2380,95,105,1,1,1,0
2206,178,"A",1960,2800,105,105,1,0,1,1
2207,178,"B",1960,2380,95,95,1,0,1,1
2208,178,"B",2800,2380,95,105,1,1,0,0
2209,178,"A",1960,2380,120,105,0,1,0,0
2210,178,"A",2380,2800,105,105,1,0,0,1
2211,178,"B",2800,2380,95,120,1,1,0,1
2212,178,"B",1960,1960,95,120,1,0,1,0
2213,178,"A",2800,2380,105,120,0,1,1,1
2214,178,"B",2380,1960,105,105,1,1,0,1
2215,178,"B",2380,1960,95,120,0,0,1,0
2216,179,"B",3980,3620,145,145,1,0,2,1
2217,179,"A",4345,3980,145,155,0,0,1,1
2218,179,"B",3620,4345,155,130,0,0,2,2
2219,179,"A",4345,4345,145,130,0,0,1,2
2220,179,"B",3980,3980,145,155,1,0,2,1
2221,179,"A",3980,4345,155,130,0,0,1,2
2222,179,"B",4345,3620,130,130,0,1,2,1
2223,179,"A",4345,4345,155,130,1,0,1,2
2224,179,"B",3620,4345,130,145,1,0,1,1
2225,179,"B",3980,3620,145,155,1,0,2,2
2226,179,"B",3620,3980,145,130,0,0,1,1
2227,179,"B",3620,3980,130,155,1,0,1,1
2228,180,"A",1800,2400,105,115,0,0,1,1
2229,180,"B",2400,1800,105,115,0,0,1,0
2230,180,"B",1800,1800,115,105,0,0,0,1
2231,180,"B",3000,3000,105,95,0,0,0,1
2232,180,"B",3000,2400,95,115,0,0,1,1
2233,180,"A",1800,2400,115,95,0,0,0,0
2234,181,"B",3780,3240,165,150,2,2,2,1
2235,181,"B",3780,2700,165,150,2,3,2,2
2236,181,"B",3780,3240,135,135,3,2,1,2
2237,181,"B",3240,2700,150,165,2,2,1,1
2238,181,"B",3780,3240,165,165,2,3,2,1
2239,181,"B",3780,3780,150,135,2,3,1,1
2240,181,"A",3240,3240,150,135,2,2,1,2
2241,181,"B",2700,3240,150,150,3,2,2,1
2242,181,"B",3240,3240,135,165,2,3,2,1
2243,181,"B",2700,3240,150,165,3,3,2,1
2244,181,"B",2700,3780,150,135,3,3,2,1
2245,181,"B",2700,3780,150,150,3,2,2,1
2246,182,"A",4250,4250,115,150,0,2,1,1
2247,182,"B",5000,3500,115,150,2,0,0,0
2248,182,"A",3500,4250,115,115,1,0,1,1
2249,182,"B",4250,3500,115,130,0,2,1,1
2250,182,"B",5000,4250,130,130,0,1,1,0
2251,182,"B",4250,3500,130,150,1,0,0,0
2252,182,"A",3500,5000,130,115,2,2,1,0
2253,182,"A",4250,5000,150,150,2,1,1,1
2254,182,"B",4250,3500,115,150,0,0,1,0
2255,182,"A",4250,4250,115,130,0,1,1,0
2256,182,"B",5000,4250,115,130,2,1,0,0
2257,182,"B",5000,5000,150,115,1,2,1,0
2258,182,"A",3500,3500,150,115,0,1,0,1
2259,182,"B",5000,4250,130,150,0,2,1,1
2260,182,"A",5000,5000,130,115,0,2,1,0
2261,183,"A",2190,2190,95,120,1,1,1,1
2262,183,"B",3650,2920,120,110,0,1,1,1
2263,183,"B",3650,2920,110,120,1,1,1,0
2264,183,"B",3650,2190,95,110,1,0,0,0
2265,183,"B",3650,2190,95,120,1,1,0,1
2266,183,"B",2920,2190,120,95,1,1,0,1
2267,183,"A",2190,2920,110,95,0,0,0,1
2268,183,"B",3650,2920,95,95,1,0,0,1
2269,183,"A",2190,3650,120,120,1,0,1,1
2270,183,"B",3650,3650,110,120,1,0,1,1
2271,183,"A",2920,2920,120,110,1,1,0,1
2272,183,"A",2920,3650,110,95,1,1,1,0
2273,183,"B",2920,2190,95,95,0,1,1,1
2274,183,"A",2190,2920,120,110,1,1,1,1
2275,183,"A",2920,2190,95,120,0,1,1,1
2276,183,"A",2190,2920,120,120,1,1,1,0
2277,183,"B",3650,3650,95,120,1,0,0,1
2278,183,"A",2190,2190,110,95,0,1,0,1
2279,184,"B",1000,1000,127,102,1,0,1,1
2280,184,"B",2000,1000,102,112,1,1,0,0
2281,184,"B",1500,2000,127,102,0,1,0,0
2282,184,"B",1500,1000,127,102,0,0,0,1
2283,184,"A",1500,2000,112,102,1,1,1,0
2284,184,"A",1000,1500,112,102,1,1,0,1
2285,184,"B",1500,1000,112,127,1,1,1,1
2286,184,"A",1000,2000,112,112,1,0,0,1
2287,184,"B",1000,1500,127,102,1,1,1,1
2288,184,"B",2000,2000,102,112,1,0,0,1
2289,184,"A",1000,2000,127,112,1,0,1,1
2290,184,"B",2000,1500,112,112,0,1,1,1
2291,184,"A",1000,1000,102,112,0,1,1,0
2292,185,"B",7280,5200,155,125,0,0,2,1
2293,185,"B",6240,6240,125,140,0,0,2,1
2294,185,"B",6240,7280,125,125,0,1,2,1
2295,185,"B",7280,5200,140,140,0,1,1,2
2296,185,"A",6240,7280,155,155,1,0,1,2
2297,185,"A",7280,7280,140,125,0,1,1,1
2298,185,"A",6240,5200,155,140,1,1,1,2
2299,185,"A",5200,6240,155,140,0,0,1,1
2300,186,"A",4050,4050,105,120,0,1,1,1
2301,186,"A",3600,4500,105,135,1,0,1,1
2302,186,"B",3600,4050,120,105,0,0,0,1
2303,186,"B",3600,3600,120,105,0,1,0,1
2304,186,"A",4500,4050,105,135,1,1,0,0
2305,186,"A",4050,4500,120,135,1,0,1,1
2306,186,"A",4500,3600,120,135,1,1,1,1
2307,186,"B",4050,4500,105,105,0,1,1,0
2308,186,"A",3600,4500,105,105,1,1,1,0
2309,186,"A",4500,4500,120,135,1,0,1,1
2310,186,"A",4500,4050,120,135,1,1,1,0
2311,186,"B",3600,4050,135,135,1,1,1,0
2312,186,"B",4500,4050,135,135,0,1,1,0
2313,186,"A",3600,4500,135,135,1,0,1,1
2314,187,"B",3500,3500,125,110,1,0,1,1
2315,187,"B",3500,2450,110,100,0,1,1,1
2316,187,"A",2975,2450,100,125,0,0,1,0
2317,187,"B",3500,2975,110,110,0,1,1,0
2318,187,"B",2975,2450,100,100,0,1,1,1
2319,187,"A",2450,2975,100,110,1,1,1,0
2320,187,"B",2975,2450,100,110,0,1,1,1
2321,187,"B",3500,2450,100,110,1,1,0,1
2322,187,"B",2975,2975,100,110,0,1,1,0
2323,187,"B",3500,2975,100,110,1,1,0,0
2324,187,"A",2450,3500,125,100,0,1,0,0
2325,187,"B",3500,2450,110,125,0,0,1,0
2326,187,"B",3500,3500,110,100,0,1,1,0
2327,187,"B",3500,2975,110,125,0,1,1,1
2328,187,"B",2975,2450,110,110,1,1,0,1
2329,187,"A",3500,2975,100,125,1,1,0,1
2330,188,"A",2625,3500,120,120,0,0,1,1
2331,188,"B",2625,3500,135,110,0,0,1,1
2332,188,"B",1750,2625,135,110,0,0,1,0
2333,188,"B",3500,1750,110,120,0,0,1,0
2334,188,"A",1750,3500,135,110,0,0,1,1
2335,188,"B",3500,2625,120,135,0,0,1,1
2336,188,"A",1750,3500,110,135,0,0,1,0
2337,188,"A",2625,3500,135,135,0,0,1,0
2338,188,"B",1750,1750,110,120,0,0,1,0
2339,188,"B",2625,1750,110,120,0,0,0,0
2340,188,"B",3500,2625,110,120,0,0,1,1
2341,188,"A",1750,2625,110,110,0,0,1,0
2342,188,"A",1750,2625,135,120,0,0,1,1
2343,188,"B",3500,3500,135,120,0,0,0,1
2344,189,"A",3000,3000,115,145,0,0,0,1
2345,189,"B",2100,2550,145,130,0,0,0,0
2346,189,"B",3000,2100,130,145,0,0,1,0
2347,189,"B",2100,2100,130,145,0,0,1,0
2348,189,"A",2100,2550,130,115,0,0,1,1
2349,189,"B",3000,2550,130,145,0,0,1,1
2350,189,"A",2550,3000,130,115,0,0,0,0
2351,189,"A",3000,2550,115,145,0,0,0,1
2352,189,"A",2550,2100,130,115,0,0,0,1
2353,189,"B",2100,2100,115,145,0,0,1,0
2354,189,"B",3000,2100,115,115,0,0,0,1
2355,189,"A",3000,2550,115,115,0,0,0,1
2356,189,"A",2100,3000,130,115,0,0,1,0
2357,190,"B",4550,4025,120,120,1,0,1,1
2358,190,"B",3500,4550,120,135,0,0,2,1
2359,190,"B",4550,3500,135,150,0,1,1,1
2360,190,"A",4550,4550,120,150,1,0,1,2
2361,190,"B",4025,4025,135,150,1,0,2,1
2362,190,"A",3500,4025,135,120,0,0,1,1
2363,190,"B",3500,4550,120,120,0,1,2,1
2364,190,"A",4025,4550,150,135,0,0,1,1
2365,190,"B",4025,3500,150,150,0,1,1,1
2366,190,"A",4025,4550,135,150,1,0,2,2
2367,190,"B",4550,4025,120,150,1,0,1,1
2368,190,"A",4550,4550,120,135,1,0,1,1
2369,190,"B",4025,3500,120,150,0,1,1,1
2370,191,"B",2250,1915,120,110,1,1,1,1
2371,191,"A",1575,1915,135,110,1,1,0,1
2372,191,"A",1575,1575,135,120,1,0,0,1
2373,191,"B",1915,1915,110,120,1,1,1,0
2374,191,"B",1915,1575,120,120,1,0,0,1
2375,191,"A",1915,1915,120,135,1,0,0,1
2376,191,"B",2250,1575,110,110,0,1,0,1
2377,191,"A",2250,1915,110,110,0,1,0,1
2378,191,"B",1915,1575,135,110,0,1,1,1
2379,191,"B",1575,1575,110,120,1,0,1,1
2380,191,"B",1915,1915,135,110,0,1,1,1
2381,191,"B",1915,1575,120,110,1,1,0,1
2382,191,"A",2250,1915,110,120,0,1,0,0
2383,191,"A",1915,2250,135,120,0,1,1,1
2384,192,"A",2975,2975,90,110,0,0,1,1
2385,192,"A",2450,2975,100,100,0,0,1,0
2386,192,"A",2975,3500,110,100,0,0,1,1
2387,192,"A",2975,2975,90,100,0,0,1,0
2388,192,"A",2975,3500,110,110,0,0,1,0
2389,192,"A",2450,2975,110,100,0,0,1,0
2390,192,"B",3500,2975,90,100,0,0,1,0
2391,192,"A",2450,2975,100,90,0,0,1,1
2392,192,"A",3500,3500,110,100,0,0,0,1
2393,192,"B",3500,3500,90,110,0,0,1,0
2394,192,"A",2450,2975,110,90,0,0,1,1
2395,193,"B",6000,4800,140,115,1,1,1,1
2396,193,"B",3600,4800,115,125,2,0,1,1
2397,193,"B",3600,6000,115,115,2,0,1,0
2398,193,"B",4800,6000,125,115,0,0,1,0
2399,193,"B",3600,6000,125,115,1,0,0,0
2400,193,"B",3600,4800,115,115,2,1,1,1
2401,193,"A",6000,6000,140,125,1,2,1,1
2402,193,"B",3600,4800,140,125,0,0,1,1
2403,193,"A",4800,6000,140,125,2,2,0,1
2404,193,"B",4800,6000,115,115,1,0,1,0
2405,193,"B",4800,3600,125,125,0,1,1,0
2406,193,"A",4800,3600,140,140,2,0,0,1
2407,193,"B",4800,4800,115,140,1,2,1,0
2408,193,"A",4800,4800,125,115,0,1,1,1
2409,193,"A",3600,3600,140,115,0,2,1,1
2410,193,"A",3600,4800,140,115,0,1,1,1
2411,193,"A",4800,4800,125,140,0,2,1,0
2412,193,"B",6000,3600,140,115,1,2,1,1
2413,194,"B",2990,2645,180,165,1,1,1,1
2414,194,"A",2300,2990,180,165,1,2,2,2
2415,194,"B",2300,2990,180,145,1,1,2,1
2416,194,"B",2300,2645,145,165,2,1,1,1
2417,194,"A",2990,2990,180,165,1,2,1,2
2418,194,"A",2990,2645,145,145,1,1,1,2
2419,194,"A",2300,2990,145,145,2,1,1,1
2420,194,"B",2645,2645,180,145,2,1,1,2
2421,194,"B",2645,2990,180,180,2,1,1,1
2422,194,"A",2990,2645,180,145,1,1,1,2
2423,194,"B",2300,2645,180,145,1,1,2,2
2424,194,"B",2645,2990,180,165,2,2,1,2
2425,195,"B",1250,1250,140,115,1,1,1,1
2426,195,"B",2500,1250,140,140,1,1,0,1
2427,195,"A",1875,2500,115,115,1,0,0,1
2428,195,"A",1250,1875,140,140,1,0,1,1
2429,195,"A",1250,2500,115,115,1,0,1,1
2430,195,"B",2500,2500,140,125,1,1,0,1
2431,195,"B",2500,1875,115,125,0,1,1,1
2432,195,"A",1250,1250,115,125,1,0,1,0
2433,195,"A",1250,2500,140,125,1,1,1,1
2434,195,"A",1250,1875,125,115,0,1,0,0
2435,195,"A",1875,2500,140,115,0,0,1,1
2436,195,"A",1875,1875,125,140,1,0,1,1
2437,195,"A",1875,1250,115,140,1,1,0,1
2438,195,"B",1875,1250,125,140,1,1,1,1
2439,196,"B",5250,4375,150,135,1,0,1,1
2440,196,"A",4375,3500,150,150,0,0,1,2
2441,196,"A",4375,3500,135,135,0,1,1,1
2442,196,"A",3500,5250,150,160,0,0,2,1
2443,196,"B",4375,5250,160,160,1,0,2,1
2444,196,"A",3500,5250,150,135,0,0,2,2
2445,196,"A",3500,4375,160,150,0,0,1,1
2446,196,"B",5250,5250,135,160,0,0,2,1
2447,196,"B",4375,3500,135,160,0,0,1,1
2448,196,"B",4375,5250,160,135,1,0,2,2
2449,196,"B",3500,4375,135,150,1,0,1,1
2450,197,"B",3145,2590,115,105,1,0,0,0
2451,197,"B",3700,2590,105,115,1,1,1,1
2452,197,"B",2590,3145,115,95,1,0,1,1
2453,197,"A",3145,2590,115,95,1,1,0,1
2454,197,"A",3145,3700,115,95,1,1,0,0
2455,197,"A",3700,3700,115,95,0,1,1,0
2456,197,"A",2590,3700,115,115,1,0,1,1
2457,197,"A",3145,2590,95,95,0,1,1,1
2458,197,"A",3700,3145,95,105,1,1,0,1
2459,197,"A",2590,3145,105,95,0,0,0,1
2460,197,"B",3145,3145,115,95,1,0,0,1
2461,198,"A",3400,4000,95,95,0,0,1,1
2462,198,"B",3400,2800,75,95,0,0,0,0
2463,198,"B",4000,3400,75,85,0,0,1,1
2464,198,"A",2800,3400,75,75,0,0,1,0
2465,198,"B",4000,4000,75,85,0,0,1,0
2466,198,"A",3400,4000,95,75,0,0,1,1
2467,198,"B",4000,3400,85,85,0,0,0,1
2468,198,"A",3400,4000,95,85,0,0,1,0
2469,198,"A",2800,3400,85,75,0,0,1,0
2470,198,"A",2800,2800,75,95,0,0,1,0
2471,198,"A",2800,2800,85,95,0,0,1,0
2472,199,"A",2400,2880,120,135,0,0,1,1
2473,199,"B",2880,2880,120,135,1,0,2,1
2474,199,"A",2400,2400,150,135,1,0,1,2
2475,199,"B",2880,3360,120,120,1,0,2,1
2476,199,"A",2880,2400,135,135,0,0,1,2
2477,199,"A",2880,3360,150,120,0,0,1,1
2478,199,"B",3360,2400,120,150,0,1,1,1
2479,199,"A",2400,2880,135,120,0,1,2,2
2480,199,"B",2400,3360,135,120,0,0,2,1
2481,199,"A",3360,3360,135,150,1,0,1,2
2482,199,"A",2400,2880,150,150,1,0,1,1
2483,199,"B",2880,2400,135,150,0,1,1,1
2484,200,"A",4550,4550,110,125,0,1,1,1
2485,200,"B",3500,3500,135,125,1,0,1,2
2486,200,"B",3500,4025,125,135,0,0,2,1
2487,200,"A",4025,3500,110,135,1,1,2,1
2488,200,"B",4550,4025,125,110,1,1,1,2
2489,200,"B",3500,4550,135,125,1,1,1,1
2490,200,"A",4025,4550,110,110,1,0,2,1
2491,200,"A",3500,4550,135,135,1,0,1,2
2492,200,"A",4025,4025,110,125,1,0,2,1
2493,200,"B",3500,4550,125,110,0,0,2,1
2494,200,"A",4550,4025,125,135,1,0,1,1
2495,200,"A",4550,4025,110,125,0,0,1,1
2496,201,"A",2550,3000,140,140,0,1,0,1
2497,201,"A",2100,2550,140,140,1,0,1,0
2498,201,"B",3000,2550,105,140,0,0,1,0
2499,201,"A",2550,3000,140,120,0,1,0,0
2500,201,"B",2550,2550,105,140,1,0,1,0
2501,201,"B",3000,2550,120,120,1,1,0,1
2502,201,"A",2550,3000,120,105,1,0,1,1
2503,201,"B",3000,3000,120,105,1,0,0,1
2504,201,"B",2100,2100,120,105,0,1,1,0
2505,202,"A",3500,3500,88,98,0,0,0,1
2506,202,"A",2800,2800,88,98,0,0,1,0
2507,202,"A",2100,2800,98,98,0,0,1,0
2508,202,"A",2100,3500,98,88,0,0,1,0
2509,202,"B",2800,2100,88,98,0,0,1,1
2510,202,"B",2100,2100,88,113,0,0,1,0
2511,202,"B",3500,2800,88,113,0,0,0,1
2512,203,"B",6500,5000,120,110,1,1,1,1
2513,203,"B",6500,6500,110,120,1,1,2,1
2514,203,"A",6500,5750,135,135,2,1,1,2
2515,203,"B",5000,5000,120,135,2,1,2,1
2516,203,"B",5750,5750,120,110,1,2,1,1
2517,203,"B",5000,6500,120,120,2,1,2,1
2518,203,"B",6500,5000,110,135,1,1,2,1
2519,203,"B",5000,5750,135,120,1,1,1,1
2520,203,"A",6500,5750,110,135,1,1,2,2
2521,203,"A",6500,6500,135,110,2,1,1,2
2522,203,"B",6500,5000,110,120,1,2,2,2
2523,203,"B",5000,6500,120,135,2,2,2,1
2524,203,"A",6500,5000,120,135,1,1,1,1
2525,204,"B",5000,4500,143,143,1,0,1,0
2526,204,"B",4500,5000,123,123,1,1,1,0
2527,204,"A",4500,4000,143,143,0,1,0,1
2528,204,"A",4000,4000,123,163,0,1,1,0
2529,204,"A",4000,5000,143,163,1,0,1,1
2530,204,"A",4000,5000,163,143,1,1,0,1
2531,204,"A",5000,4500,163,163,0,1,1,1
2532,204,"A",4000,4000,163,143,1,1,0,1
2533,204,"B",5000,5000,163,123,0,1,1,0
2534,204,"A",4500,5000,163,143,1,1,1,1
2535,204,"B",4500,4000,123,143,1,1,1,1
2536,204,"B",5000,4000,123,163,1,1,0,0
2537,204,"A",4500,4000,143,163,0,1,0,0
2538,204,"B",5000,4500,163,123,0,1,1,1
2539,204,"A",4500,4000,143,123,0,0,0,1
2540,204,"B",4000,5000,143,123,1,1,1,0
2541,205,"B",3200,2400,170,170,1,0,1,0
2542,205,"B",4000,2400,150,135,0,1,1,1
2543,205,"B",4000,4000,150,135,0,1,1,0
2544,205,"A",3200,3200,150,135,1,0,0,1
2545,205,"B",2400,3200,150,135,1,0,1,1
2546,205,"B",3200,2400,135,135,0,1,1,1
2547,205,"A",2400,3200,170,135,0,0,0,1
2548,205,"B",4000,3200,150,170,0,1,1,1
2549,205,"A",2400,4000,135,135,1,1,1,0
2550,205,"B",3200,4000,170,135,1,1,1,0
2551,205,"B",4000,3200,135,135,1,0,0,1
2552,205,"A",2400,3200,170,150,0,1,0,0
2553,205,"A",2400,2400,170,135,0,1,0,1
2554,205,"A",2400,3200,135,150,1,1,1,0
2555,205,"B",4000,2400,135,150,1,1,0,1
2556,206,"B",2550,2550,195,150,1,0,1,1
2557,206,"A",2550,2100,150,175,0,1,1,1
2558,206,"B",3000,2100,175,150,0,1,1,1
2559,206,"A",2550,2100,175,195,1,0,0,0
2560,206,"A",3000,3000,150,175,1,0,0,1
2561,206,"A",2100,2100,150,195,1,0,1,0
2562,206,"B",2550,3000,195,175,1,0,1,1
2563,206,"A",2100,3000,175,175,1,0,1,1
2564,206,"B",3000,2100,175,195,0,0,1,0
2565,206,"A",3000,2550,150,175,1,1,0,0
2566,206,"A",2550,2100,175,175,1,1,0,1
2567,206,"A",2550,2550,150,175,0,1,1,0
2568,206,"A",2100,2550,150,175,1,1,1,0
2569,206,"B",3000,2100,150,150,1,1,0,1
2570,206,"A",2550,3000,150,150,0,1,1,0
2571,206,"A",2100,2100,195,175,0,1,0,1
2572,206,"B",2550,2100,150,150,0,1,1,1
2573,207,"A",3000,3000,70,80,1,1,1,1
2574,207,"B",2700,2700,70,80,0,1,1,0
2575,207,"B",2400,2400,80,70,0,1,1,0
2576,207,"A",2700,3000,90,80,1,1,1,1
2577,207,"B",3000,2400,90,90,0,1,0,1
2578,207,"A",3000,3000,90,70,0,1,0,1
2579,207,"A",2700,3000,90,70,1,1,1,1
2580,207,"B",2400,2700,90,70,1,0,1,1
2581,208,"B",4375,3500,120,105,3,3,2,1
2582,208,"A",3500,5250,105,105,3,2,1,2
2583,208,"B",4375,3500,105,130,2,2,1,2
2584,208,"A",3500,5250,105,120,3,2,1,1
2585,208,"A",3500,4375,105,105,3,2,1,1
2586,208,"B",5250,4375,120,120,2,3,1,2
2587,208,"A",4375,4375,120,130,3,2,2,1
2588,208,"B",5250,5250,120,105,2,2,1,2
2589,208,"B",3500,3500,130,105,2,3,2,1
2590,208,"B",5250,4375,120,130,2,2,1,1
2591,208,"B",5250,4375,105,130,2,2,2,1
2592,208,"A",3500,3500,105,120,3,2,1,1
2593,209,"A",2900,2900,105,120,0,0,1,1
2594,209,"B",1740,1740,105,120,0,0,1,0
2595,209,"B",2900,2320,95,95,0,0,0,1
2596,209,"B",2900,1740,95,105,0,0,0,1
2597,209,"B",2320,1740,95,105,0,0,1,1
2598,209,"B",2900,2320,105,120,0,0,1,1
2599,209,"A",1740,2320,105,105,0,0,1,0
2600,209,"B",1740,1740,120,95,0,0,0,1
2601,209,"A",2320,2900,120,95,0,0,1,0
2602,209,"A",2320,2320,105,95,0,0,0,1
2603,210,"A",2000,2250,90,105,0,0,0,1
2604,210,"A",2250,2500,80,80,1,0,0,1
2605,210,"A",2250,2000,90,105,1,1,1,1
2606,210,"B",2500,2000,105,105,1,1,0,1
2607,210,"A",2500,2000,80,105,0,1,1,1
2608,210,"A",2250,2500,105,90,0,1,1,1
2609,210,"B",2250,2000,80,80,1,1,0,1
2610,210,"A",2250,2500,105,105,0,1,1,0
2611,210,"B",2250,2250,105,90,0,1,1,1
2612,210,"B",2250,2500,105,80,0,0,1,1
2613,210,"A",2250,2000,80,90,1,0,0,0
2614,210,"A",2500,2000,90,105,1,1,1,1
2615,210,"B",2250,2500,90,80,1,0,1,1
2616,210,"B",2000,2500,90,80,0,0,0,1
2617,211,"A",2800,4000,105,115,0,0,0,1
2618,211,"B",4000,2800,95,105,0,0,0,0
2619,211,"A",2800,4000,115,95,0,0,1,0
2620,211,"A",3400,2800,115,115,0,0,0,1
2621,211,"B",3400,4000,105,95,0,0,1,0
2622,211,"B",3400,2800,95,115,0,0,1,1
2623,211,"A",3400,2800,115,95,0,0,0,1
2624,211,"A",4000,3400,95,95,0,0,0,1
2625,212,"A",1875,1875,80,90,0,0,0,1
2626,212,"A",1250,2500,90,80,0,0,0,1
2627,212,"B",2500,1875,70,70,0,0,0,1
2628,212,"A",1875,2500,90,80,0,0,1,1
2629,212,"B",2500,1250,70,90,0,0,0,0
2630,212,"B",1250,1875,70,80,0,0,1,0
2631,212,"A",1250,1875,90,70,0,0,0,1
2632,212,"B",1875,1250,70,80,0,0,1,1
2633,212,"A",2500,1875,70,90,0,0,0,1
2634,212,"B",1250,1250,70,90,0,0,1,0
2635,212,"A",1250,1875,90,80,0,0,0,0
2636,213,"B",2600,2600,140,130,0,0,2,1
2637,213,"A",2600,2600,115,140,1,0,1,2
2638,213,"B",2600,2990,140,140,0,0,2,1
2639,213,"A",2600,3380,130,115,0,0,1,2
2640,213,"A",2600,2990,115,140,1,0,1,1
2641,213,"B",2990,3380,130,140,1,1,2,1
2642,213,"A",2600,2600,115,130,1,0,1,1
2643,213,"B",2600,3380,140,115,0,0,2,2
2644,213,"B",2600,2990,115,115,1,0,1,1
2645,213,"A",3380,3380,115,130,0,0,2,1
2646,213,"A",2600,3380,140,140,0,1,2,1
2647,214,"A",3000,3000,117,147,0,1,1,1
2648,214,"A",3500,3500,147,117,0,1,1,2
2649,214,"A",2500,3500,132,117,1,1,1,2
2650,214,"A",3500,3000,147,132,0,0,1,2
2651,214,"B",2500,3000,132,117,1,0,1,1
2652,214,"B",3000,3500,147,132,1,0,1,1
2653,214,"B",3000,2500,132,132,0,1,2,1
2654,214,"B",2500,2500,147,132,0,1,2,1
2655,214,"A",3000,3000,147,132,1,0,1,2
2656,214,"A",3500,2500,147,147,0,0,1,2
2657,214,"B",3500,3000,147,147,0,1,1,1
2658,214,"B",2500,3500,147,117,0,1,2,2
2659,214,"B",3500,3000,117,132,1,0,2,2
2660,214,"A",2500,3500,132,132,1,0,1,1
2661,215,"B",2275,2275,150,120,1,1,1,1
2662,215,"A",3250,3250,120,150,0,1,1,0
2663,215,"A",2765,3250,150,150,0,1,1,0
2664,215,"B",3250,2275,135,150,1,1,1,1
2665,215,"B",2275,2765,120,150,1,0,1,1
2666,215,"A",2275,3250,120,120,1,0,1,1
2667,215,"A",2275,3250,150,120,1,0,1,1
2668,215,"A",3250,2765,120,120,0,1,1,0
2669,215,"B",3250,2765,150,135,1,1,0,1
2670,215,"B",3250,3250,135,150,1,1,1,0
2671,216,"A",2550,3000,115,145,1,1,0,1
2672,216,"B",2100,2100,145,115,1,0,0,1
2673,216,"A",3000,3000,115,130,1,0,1,0
2674,216,"A",2550,3000,130,115,1,1,1,1
2675,216,"A",2550,2100,130,145,1,1,1,0
2676,216,"B",2550,3000,145,115,0,1,1,1
2677,216,"A",3000,2550,130,145,0,0,0,1
2678,216,"B",2550,2100,145,145,0,1,1,0
2679,216,"A",2100,2550,115,115,0,1,1,0
2680,216,"B",2100,3000,145,130,1,0,0,0
2681,216,"A",2550,2100,115,130,1,1,0,1
2682,217,"B",5200,4000,100,90,1,1,1,1
2683,217,"B",5200,4000,90,100,0,0,2,2
2684,217,"A",4000,4600,90,90,1,0,1,1
2685,217,"A",5200,5200,100,90,1,0,1,2
2686,217,"A",4000,5200,100,110,0,0,2,1
2687,217,"B",5200,5200,110,100,0,1,1,1
2688,217,"B",4000,4600,100,100,0,0,2,1
2689,217,"B",4600,4000,100,110,0,0,1,1
2690,217,"B",4600,5200,110,100,1,1,2,1
2691,217,"B",5200,4000,100,100,1,0,1,2
2692,217,"B",4000,4000,110,90,0,1,1,1
2693,217,"A",4000,4600,110,90,0,0,1,1
2694,217,"A",5200,5200,110,90,0,0,1,2
2695,217,"A",5200,4600,110,110,0,1,1,2
2696,217,"A",4600,5200,110,90,1,0,2,2
2697,218,"B",2800,2800,140,130,1,0,1,0
2698,218,"A",4000,3400,140,130,1,1,0,1
2699,218,"A",2800,4000,140,140,1,1,1,0
2700,218,"B",3400,2800,120,120,1,1,0,1
2701,218,"A",3400,3400,140,130,0,1,1,1
2702,218,"A",2800,2800,130,120,0,1,0,1
2703,218,"A",3400,4000,130,120,1,0,1,1
2704,218,"A",3400,2800,120,140,1,1,0,1
2705,218,"B",3400,4000,140,140,0,1,1,0
2706,219,"A",4200,4200,145,165,2,3,1,2
2707,219,"A",3500,3500,145,165,3,2,1,1
2708,219,"A",4200,4900,165,145,3,2,2,2
2709,219,"B",4200,4200,165,180,3,2,2,1
2710,219,"B",4200,3500,165,180,3,2,2,2
2711,219,"A",4200,3500,180,180,2,2,1,2
2712,219,"A",4900,3500,180,180,3,2,1,2
2713,219,"B",4200,3500,145,165,2,2,1,1
2714,219,"A",4900,4200,165,180,2,2,1,1
2715,220,"B",3600,3000,175,140,2,2,1,1
2716,220,"A",3000,3600,160,140,1,1,1,2
2717,220,"A",3000,3600,175,175,1,2,2,1
2718,220,"A",3300,3300,175,160,1,2,1,2
2719,220,"B",3000,3300,175,175,1,1,2,1
